"Country.Region","date","Confirmed","Deaths","Recovered"
"Azerbaijan","03-09-2020",9,0,0
"Bahrain","03-09-2020",95,0,14
"Bangladesh","03-09-2020",3,0,0
"Belarus","03-09-2020",6,0,1
"Belgium","03-09-2020",239,0,1
"Bhutan","03-09-2020",1,0,0
"Bosnia and Herzegovina","03-09-2020",3,0,0
"Brazil","03-09-2020",25,0,0
"Brunei","03-09-2020",1,0,0
"Bulgaria","03-09-2020",4,0,0
"Cambodia","03-09-2020",2,0,1
"Cameroon","03-09-2020",2,0,0
"Canada","03-09-2020",76,1,8
"Chile","03-09-2020",8,0,0
"China","03-09-2020",80735,3120,58735
"Colombia","03-09-2020",1,0,0
"Costa Rica","03-09-2020",9,0,0
"Croatia","03-09-2020",12,0,0
"Cyprus","03-09-2020",2,0,0
"Czechia","03-09-2020",31,0,0
"Denmark","03-09-2020",90,0,1
"Dominican Republic","03-09-2020",5,0,0
"Ecuador","03-09-2020",15,0,0
"Egypt","03-09-2020",55,1,12
"Estonia","03-09-2020",10,0,0
"Faroe Islands","03-09-2020",2,0,0
"Finland","03-09-2020",30,0,1
"France","03-09-2020",1209,19,12
"French Guiana","03-09-2020",5,0,0
"Georgia","03-09-2020",15,0,0
"Germany","03-09-2020",1176,2,18
"Gibraltar","03-09-2020",1,0,0
"Greece","03-09-2020",73,0,0
"Hong Kong","03-09-2020",115,3,59
"Hungary","03-09-2020",9,0,0
"Iceland","03-09-2020",58,0,0
"India","03-09-2020",43,0,3
"Indonesia","03-09-2020",19,0,0
"Iran","03-09-2020",7161,237,2394
"Iraq","03-09-2020",60,6,9
"Ireland","03-09-2020",21,0,0
"Israel","03-09-2020",39,0,2
"Italy","03-09-2020",9172,463,724
"Japan","03-09-2020",511,17,76
"Jordan","03-09-2020",1,0,0
"Kuwait","03-09-2020",64,0,1
"Latvia","03-09-2020",6,0,0
"Lebanon","03-09-2020",32,0,1
"Liechtenstein","03-09-2020",1,0,0
"Lithuania","03-09-2020",1,0,0
"Luxembourg","03-09-2020",3,0,0
"Macau","03-09-2020",10,0,10
"Malaysia","03-09-2020",117,0,24
"Maldives","03-09-2020",4,0,0
"Malta","03-09-2020",3,0,0
"Martinique","03-09-2020",2,0,0
"Mexico","03-09-2020",7,0,1
"Moldova","03-09-2020",1,0,0
"Monaco","03-09-2020",1,0,0
"Morocco","03-09-2020",2,0,0
"Nepal","03-09-2020",1,0,1
"Netherlands","03-09-2020",321,3,0
"New Zealand","03-09-2020",5,0,0
"Nigeria","03-09-2020",2,0,0
"North Macedonia","03-09-2020",3,0,0
"Norway","03-09-2020",205,0,1
"Oman","03-09-2020",16,0,2
"Others","03-09-2020",696,6,40
"Pakistan","03-09-2020",6,0,1
"Palestine","03-09-2020",22,0,0
"Paraguay","03-09-2020",1,0,0
"Peru","03-09-2020",7,0,0
"Philippines","03-09-2020",20,1,1
"Poland","03-09-2020",16,0,0
"Portugal","03-09-2020",30,0,0
"Qatar","03-09-2020",18,0,0
"Romania","03-09-2020",15,0,3
"Russia","03-09-2020",17,0,3
"Saint Barthelemy","03-09-2020",1,0,0
"San Marino","03-09-2020",36,1,0
"Saudi Arabia","03-09-2020",15,0,0
"Senegal","03-09-2020",4,0,1
"Serbia","03-09-2020",1,0,0
"Singapore","03-09-2020",150,0,78
"Slovakia","03-09-2020",3,0,0
"Slovenia","03-09-2020",16,0,0
"South Africa","03-09-2020",3,0,0
"South Korea","03-09-2020",7478,53,118
"Spain","03-09-2020",1073,28,32
"Sri Lanka","03-09-2020",1,0,1
"St. Martin","03-09-2020",2,0,0
"Sweden","03-09-2020",248,0,1
"Switzerland","03-09-2020",374,2,3
"Taiwan","03-09-2020",45,1,15
"Thailand","03-09-2020",50,1,31
"Togo","03-09-2020",1,0,0
"Tunisia","03-09-2020",2,0,0
"UK","03-09-2020",321,4,18
"Ukraine","03-09-2020",1,0,0
"United Arab Emirates","03-09-2020",45,0,7
"US","03-09-2020",605,22,8
"Vatican City","03-09-2020",1,0,0
"Vietnam","03-09-2020",30,0,16
"Afghanistan","03-10-2020",5,0,0
"Albania","03-10-2020",10,0,0
"Algeria","03-10-2020",20,0,0
"Andorra","03-10-2020",1,0,0
"Argentina","03-10-2020",17,1,0
"Armenia","03-10-2020",1,0,0
"Australia","03-10-2020",107,3,21
"Austria","03-10-2020",182,0,4
"Azerbaijan","03-10-2020",11,0,0
"Bahrain","03-10-2020",110,0,22
"Bangladesh","03-10-2020",3,0,0
"Belarus","03-10-2020",9,0,3
"Belgium","03-10-2020",267,0,1
"Bhutan","03-10-2020",1,0,0
"Bosnia and Herzegovina","03-10-2020",5,0,0
"Brazil","03-10-2020",31,0,0
"Brunei","03-10-2020",1,0,0
"Bulgaria","03-10-2020",4,0,0
"Burkina Faso","03-10-2020",1,0,0
"Cambodia","03-10-2020",2,0,1
"Cameroon","03-10-2020",2,0,0
"Canada","03-10-2020",79,1,8
"Channel Islands","03-10-2020",1,0,0
"Chile","03-10-2020",13,0,0
"China","03-10-2020",80757,3136,60106
"Colombia","03-10-2020",3,0,0
"Costa Rica","03-10-2020",9,0,0
"Croatia","03-10-2020",14,0,0
"Cyprus","03-10-2020",3,0,0
"Czechia","03-10-2020",41,0,0
"Denmark","03-10-2020",262,0,1
"Dominican Republic","03-10-2020",5,0,0
"Ecuador","03-10-2020",15,0,0
"Egypt","03-10-2020",59,1,1
"Estonia","03-10-2020",12,0,0
"Faroe Islands","03-10-2020",2,0,0
"Finland","03-10-2020",40,0,1
"France","03-10-2020",1784,33,12
"French Guiana","03-10-2020",5,0,0
"Georgia","03-10-2020",15,0,0
"Germany","03-10-2020",1457,2,18
"Gibraltar","03-10-2020",1,0,1
"Greece","03-10-2020",89,0,0
"Holy See","03-10-2020",1,0,0
"Hong Kong SAR","03-10-2020",120,3,65
"Hungary","03-10-2020",9,0,0
"Iceland","03-10-2020",69,0,1
"India","03-10-2020",56,0,4
"Indonesia","03-10-2020",27,0,2
"Iran","03-10-2020",8042,291,2731
"Iraq","03-10-2020",71,7,3
"Ireland","03-10-2020",34,0,0
"Israel","03-10-2020",58,0,4
"Italy","03-10-2020",10149,631,724
"Japan","03-10-2020",581,10,101
"Jordan","03-10-2020",1,0,0
"Kuwait","03-10-2020",69,0,1
"Latvia","03-10-2020",8,0,1
"Lebanon","03-10-2020",41,1,1
"Liechtenstein","03-10-2020",1,0,0
"Lithuania","03-10-2020",1,0,0
"Luxembourg","03-10-2020",5,0,0
"Macao SAR","03-10-2020",10,0,10
"Malaysia","03-10-2020",129,0,24
"Maldives","03-10-2020",6,0,0
"Malta","03-10-2020",5,0,0
"Martinique","03-10-2020",2,0,0
"Mexico","03-10-2020",7,0,4
"Monaco","03-10-2020",1,0,0
"Mongolia","03-10-2020",1,0,0
"Morocco","03-10-2020",3,1,0
"Nepal","03-10-2020",1,0,1
"Netherlands","03-10-2020",382,4,0
"New Zealand","03-10-2020",5,0,0
"Nigeria","03-10-2020",2,0,0
"North Macedonia","03-10-2020",7,0,0
"Norway","03-10-2020",400,0,1
"occupied Palestinian territory","03-10-2020",25,0,0
"Oman","03-10-2020",18,0,9
"Others","03-10-2020",696,6,40
"Pakistan","03-10-2020",16,0,1
"Panama","03-10-2020",1,0,0
"Paraguay","03-10-2020",1,0,0
"Peru","03-10-2020",11,0,0
"Philippines","03-10-2020",33,1,2
"Poland","03-10-2020",22,0,0
"Portugal","03-10-2020",41,0,0
"Qatar","03-10-2020",24,0,0
"Republic of Moldova","03-10-2020",3,0,0
"Romania","03-10-2020",25,0,3
"Russian Federation","03-10-2020",10,0,3
"Saint Barthelemy","03-10-2020",1,0,0
"Saint Martin","03-10-2020",2,0,0
"San Marino","03-10-2020",51,2,0
"Saudi Arabia","03-10-2020",20,0,1
"Senegal","03-10-2020",4,0,1
"Serbia","03-10-2020",5,0,0
"Singapore","03-10-2020",160,0,78
"Slovakia","03-10-2020",7,0,0
"Slovenia","03-10-2020",31,0,0
"South Africa","03-10-2020",7,0,0
"South Korea","03-10-2020",7513,54,247
"Spain","03-10-2020",1695,35,32
"Sri Lanka","03-10-2020",1,0,1
"Sweden","03-10-2020",355,0,1
"Switzerland","03-10-2020",491,3,3
"Taipei and environs","03-10-2020",47,1,17
"Thailand","03-10-2020",53,1,33
"Togo","03-10-2020",1,0,0
"Tunisia","03-10-2020",5,0,0
"UK","03-10-2020",382,6,18
"Ukraine","03-10-2020",1,0,0
"United Arab Emirates","03-10-2020",74,0,12
"US","03-10-2020",959,28,8
"Viet Nam","03-10-2020",31,0,16
"Afghanistan","03-11-2020",7,0,0
"Albania","03-11-2020",12,1,0
"Algeria","03-11-2020",20,0,0
"Andorra","03-11-2020",1,0,0
"Argentina","03-11-2020",19,1,0
"Armenia","03-11-2020",1,0,0
"Australia","03-11-2020",128,3,21
"Austria","03-11-2020",246,0,4
"Azerbaijan","03-11-2020",11,0,3
"Bahrain","03-11-2020",195,0,35
"Bangladesh","03-11-2020",3,0,0
"Belarus","03-11-2020",9,0,3
"Belgium","03-11-2020",314,3,1
"Bhutan","03-11-2020",1,0,0
"Bolivia","03-11-2020",2,0,0
"Bosnia and Herzegovina","03-11-2020",7,0,0
"Brazil","03-11-2020",38,0,0
"Brunei","03-11-2020",11,0,0
"Bulgaria","03-11-2020",7,1,0
"Burkina Faso","03-11-2020",2,0,0
"Cambodia","03-11-2020",3,0,1
"Cameroon","03-11-2020",2,0,0
"Canada","03-11-2020",108,1,8
"Chile","03-11-2020",23,0,0
"China","03-11-2020",80921,3161,61644
"Colombia","03-11-2020",9,0,0
"Congo (Kinshasa)","03-11-2020",1,0,0
"Costa Rica","03-11-2020",13,0,0
"Cote d'Ivoire","03-11-2020",1,0,0
"Croatia","03-11-2020",19,0,0
"Cruise Ship","03-11-2020",696,7,325
"Cyprus","03-11-2020",6,0,0
"Czechia","03-11-2020",91,0,0
"Denmark","03-11-2020",444,0,1
"Dominican Republic","03-11-2020",5,0,0
"Ecuador","03-11-2020",17,0,0
"Egypt","03-11-2020",60,1,27
"Estonia","03-11-2020",16,0,0
"Finland","03-11-2020",59,0,1
"France","03-11-2020",2284,48,12
"French Guiana","03-11-2020",5,0,0
"Georgia","03-11-2020",24,0,0
"Germany","03-11-2020",1908,3,25
"Greece","03-11-2020",99,1,0
"Holy See","03-11-2020",1,0,0
"Honduras","03-11-2020",2,0,0
"Hungary","03-11-2020",13,0,0
"Iceland","03-11-2020",85,0,1
"India","03-11-2020",62,1,4
"Indonesia","03-11-2020",34,1,2
"Iran","03-11-2020",9000,354,2959
"Iraq","03-11-2020",71,7,15
"Ireland","03-11-2020",43,1,0
"Israel","03-11-2020",109,0,4
"Italy","03-11-2020",12462,827,1045
"Jamaica","03-11-2020",1,0,0
"Japan","03-11-2020",639,15,118
"Jordan","03-11-2020",1,0,0
"Kuwait","03-11-2020",72,0,2
"Latvia","03-11-2020",10,0,1
"Lebanon","03-11-2020",61,3,1
"Liechtenstein","03-11-2020",1,0,0
"Lithuania","03-11-2020",3,0,0
"Luxembourg","03-11-2020",7,0,0
"Malaysia","03-11-2020",149,0,26
"Maldives","03-11-2020",8,0,0
"Malta","03-11-2020",6,0,0
"Martinique","03-11-2020",3,0,0
"Mexico","03-11-2020",8,0,4
"Moldova","03-11-2020",3,0,0
"Monaco","03-11-2020",1,0,0
"Mongolia","03-11-2020",1,0,0
"Morocco","03-11-2020",5,1,0
"Nepal","03-11-2020",1,0,1
"Netherlands","03-11-2020",503,5,0
"New Zealand","03-11-2020",5,0,0
"Nigeria","03-11-2020",2,0,0
"North Macedonia","03-11-2020",7,0,0
"Norway","03-11-2020",598,0,1
"occupied Palestinian territory","03-11-2020",0,0,0
"Oman","03-11-2020",18,0,9
"Pakistan","03-11-2020",19,0,2
"Panama","03-11-2020",8,1,0
"Paraguay","03-11-2020",5,0,0
"Peru","03-11-2020",11,0,0
"Philippines","03-11-2020",49,1,2
"Poland","03-11-2020",31,0,0
"Portugal","03-11-2020",59,0,0
"Qatar","03-11-2020",262,0,0
"Reunion","03-11-2020",1,0,0
"Romania","03-11-2020",45,0,6
"Russia","03-11-2020",20,0,3
"San Marino","03-11-2020",62,2,0
"Saudi Arabia","03-11-2020",21,0,1
"Senegal","03-11-2020",4,0,1
"Serbia","03-11-2020",12,0,0
"Singapore","03-11-2020",178,0,96
"Slovakia","03-11-2020",10,0,0
"Slovenia","03-11-2020",57,0,0
"South Africa","03-11-2020",13,0,0
"South Korea","03-11-2020",7755,60,288
"Spain","03-11-2020",2277,54,183
"Sri Lanka","03-11-2020",2,0,1
"Sweden","03-11-2020",500,1,1
"Switzerland","03-11-2020",652,4,4
"Taiwan","03-11-2020",48,1,17
"Thailand","03-11-2020",59,1,34
"Togo","03-11-2020",1,0,0
"Tunisia","03-11-2020",7,0,0
"Turkey","03-11-2020",1,0,0
"UK","03-11-2020",459,8,19
"Ukraine","03-11-2020",1,0,0
"United Arab Emirates","03-11-2020",74,0,17
"US","03-11-2020",1281,36,8
"Vietnam","03-11-2020",38,0,16
"Afghanistan","03-12-2020",7,0,0
"Albania","03-12-2020",23,1,0
"Algeria","03-12-2020",24,1,8
"Andorra","03-12-2020",1,0,1
"Argentina","03-12-2020",19,1,0
"Armenia","03-12-2020",4,0,0
"Australia","03-12-2020",128,3,21
"Austria","03-12-2020",302,1,4
"Azerbaijan","03-12-2020",11,0,3
"Bahrain","03-12-2020",195,0,35
"Bangladesh","03-12-2020",3,0,0
"Belarus","03-12-2020",12,0,3
"Belgium","03-12-2020",314,3,1
"Bhutan","03-12-2020",1,0,0
"Bolivia","03-12-2020",2,0,0
"Bosnia and Herzegovina","03-12-2020",11,0,0
"Brazil","03-12-2020",52,0,0
"Brunei","03-12-2020",11,0,0
"Bulgaria","03-12-2020",7,1,0
"Burkina Faso","03-12-2020",2,0,0
"Cambodia","03-12-2020",3,0,1
"Cameroon","03-12-2020",2,0,0
"Canada","03-12-2020",117,1,8
"Chile","03-12-2020",23,0,0
"China","03-12-2020",80932,3172,62901
"Colombia","03-12-2020",9,0,0
"Congo (Kinshasa)","03-12-2020",1,0,0
"Costa Rica","03-12-2020",22,0,0
"Cote d'Ivoire","03-12-2020",1,0,0
"Croatia","03-12-2020",19,0,0
"Cruise Ship","03-12-2020",696,7,325
"Cuba","03-12-2020",3,0,0
"Cyprus","03-12-2020",6,0,0
"Czechia","03-12-2020",94,0,0
"Denmark","03-12-2020",617,0,1
"Dominican Republic","03-12-2020",5,0,0
"Ecuador","03-12-2020",17,0,0
"Egypt","03-12-2020",67,1,27
"Estonia","03-12-2020",16,0,0
"Finland","03-12-2020",59,0,1
"France","03-12-2020",2284,48,12
"French Guiana","03-12-2020",5,0,0
"Georgia","03-12-2020",24,0,0
"Germany","03-12-2020",2078,3,25
"Greece","03-12-2020",99,1,0
"Guyana","03-12-2020",1,1,0
"Holy See","03-12-2020",1,0,0
"Honduras","03-12-2020",2,0,0
"Hungary","03-12-2020",13,0,0
"Iceland","03-12-2020",103,0,1
"India","03-12-2020",73,1,4
"Indonesia","03-12-2020",34,1,2
"Iran","03-12-2020",10075,429,2959
"Iraq","03-12-2020",71,8,15
"Ireland","03-12-2020",43,1,0
"Israel","03-12-2020",131,0,4
"Italy","03-12-2020",12462,827,1045
"Jamaica","03-12-2020",2,0,0
"Japan","03-12-2020",639,16,118
"Jordan","03-12-2020",1,0,0
"Kuwait","03-12-2020",80,0,5
"Latvia","03-12-2020",10,0,1
"Lebanon","03-12-2020",61,3,1
"Liechtenstein","03-12-2020",1,0,0
"Lithuania","03-12-2020",3,0,0
"Luxembourg","03-12-2020",19,0,0
"Malaysia","03-12-2020",149,0,26
"Maldives","03-12-2020",8,0,0
"Malta","03-12-2020",6,0,0
"Martinique","03-12-2020",3,0,0
"Mexico","03-12-2020",12,0,4
"Moldova","03-12-2020",3,0,0
"Monaco","03-12-2020",2,0,0
"Mongolia","03-12-2020",1,0,0
"Morocco","03-12-2020",6,1,0
"Nepal","03-12-2020",1,0,1
"Netherlands","03-12-2020",503,5,0
"New Zealand","03-12-2020",5,0,0
"Nigeria","03-12-2020",2,0,0
"North Macedonia","03-12-2020",7,0,0
"Norway","03-12-2020",702,0,1
"occupied Palestinian territory","03-12-2020",0,0,0
"Oman","03-12-2020",18,0,9
"Pakistan","03-12-2020",20,0,2
"Panama","03-12-2020",11,1,0
"Paraguay","03-12-2020",5,0,0
"Peru","03-12-2020",15,0,0
"Philippines","03-12-2020",52,2,2
"Poland","03-12-2020",49,1,0
"Portugal","03-12-2020",59,0,0
"Qatar","03-12-2020",262,0,0
"Reunion","03-12-2020",1,0,0
"Romania","03-12-2020",49,0,6
"Russia","03-12-2020",28,0,3
"San Marino","03-12-2020",69,3,0
"Saudi Arabia","03-12-2020",45,0,1
"Senegal","03-12-2020",4,0,1
"Serbia","03-12-2020",19,0,0
"Singapore","03-12-2020",178,0,96
"Slovakia","03-12-2020",16,0,0
"Slovenia","03-12-2020",89,0,0
"South Africa","03-12-2020",17,0,0
"South Korea","03-12-2020",7869,66,333
"Spain","03-12-2020",2277,55,183
"Sri Lanka","03-12-2020",2,0,1
"Sweden","03-12-2020",599,1,1
"Switzerland","03-12-2020",652,4,4
"Taiwan","03-12-2020",49,1,20
"Thailand","03-12-2020",70,1,34
"Togo","03-12-2020",1,0,0
"Tunisia","03-12-2020",7,0,0
"Turkey","03-12-2020",1,0,0
"UK","03-12-2020",459,8,19
"Ukraine","03-12-2020",1,0,0
"United Arab Emirates","03-12-2020",85,0,17
"US","03-12-2020",1663,40,12
"Vietnam","03-12-2020",39,0,16
"Afghanistan","03-13-2020",7,0,0
"Albania","03-13-2020",33,1,0
"Algeria","03-13-2020",26,2,8
"Andorra","03-13-2020",1,0,0
"Antigua and Barbuda","03-13-2020",1,0,0
"Argentina","03-13-2020",31,2,0
"Armenia","03-13-2020",8,0,0
"Aruba","03-13-2020",2,0,0
"Australia","03-13-2020",200,3,23
"Austria","03-13-2020",504,1,6
"Azerbaijan","03-13-2020",15,1,3
"Bahrain","03-13-2020",189,0,44
"Bangladesh","03-13-2020",3,0,0
"Belarus","03-13-2020",27,0,3
"Belgium","03-13-2020",559,3,1
"Bhutan","03-13-2020",1,0,0
"Bolivia","03-13-2020",3,0,0
"Bosnia and Herzegovina","03-13-2020",13,0,0
"Brazil","03-13-2020",151,0,0
"Brunei","03-13-2020",37,0,0
"Bulgaria","03-13-2020",23,1,0
"Burkina Faso","03-13-2020",2,0,0
"Cambodia","03-13-2020",5,0,1
"Cameroon","03-13-2020",2,0,0
"Canada","03-13-2020",193,1,8
"Cayman Islands","03-13-2020",1,0,0
"Chile","03-13-2020",43,0,0
"China","03-13-2020",80945,3180,64196
"Colombia","03-13-2020",13,0,0
"Congo (Kinshasa)","03-13-2020",2,0,0
"Costa Rica","03-13-2020",23,0,0
"Cote d'Ivoire","03-13-2020",1,0,0
"Croatia","03-13-2020",32,0,1
"Cruise Ship","03-13-2020",696,7,325
"Cuba","03-13-2020",4,0,0
"Cyprus","03-13-2020",14,0,0
"Czechia","03-13-2020",141,0,0
"Denmark","03-13-2020",804,0,1
"Dominican Republic","03-13-2020",5,0,0
"Ecuador","03-13-2020",17,0,0
"Egypt","03-13-2020",80,2,27
"Estonia","03-13-2020",79,0,0
"Ethiopia","03-13-2020",1,0,0
"Finland","03-13-2020",155,0,1
"France","03-13-2020",3667,79,12
"French Guiana","03-13-2020",5,0,0
"Georgia","03-13-2020",25,0,0
"Germany","03-13-2020",3675,7,46
"Greece","03-13-2020",190,1,0
"Guadeloupe","03-13-2020",1,0,0
"Guinea","03-13-2020",1,0,0
"Guyana","03-13-2020",1,1,0
"Holy See","03-13-2020",1,0,0
"Honduras","03-13-2020",2,0,0
"Hungary","03-13-2020",19,0,0
"Iceland","03-13-2020",134,0,1
"India","03-13-2020",82,2,4
"Indonesia","03-13-2020",69,4,2
"Iran","03-13-2020",11364,514,2959
"Iraq","03-13-2020",101,9,24
"Ireland","03-13-2020",90,1,0
"Israel","03-13-2020",161,0,4
"Italy","03-13-2020",17660,1266,1439
"Jamaica","03-13-2020",8,0,0
"Japan","03-13-2020",701,19,118
"Jordan","03-13-2020",1,0,1
"Kazakhstan","03-13-2020",4,0,0
"Kenya","03-13-2020",1,0,0
"Kuwait","03-13-2020",80,0,5
"Latvia","03-13-2020",17,0,1
"Lebanon","03-13-2020",77,3,1
"Liechtenstein","03-13-2020",1,0,0
"Lithuania","03-13-2020",6,0,0
"Luxembourg","03-13-2020",34,0,0
"Malaysia","03-13-2020",197,0,26
"Maldives","03-13-2020",9,0,0
"Malta","03-13-2020",12,0,1
"Martinique","03-13-2020",3,0,0
"Mexico","03-13-2020",12,0,4
"Moldova","03-13-2020",6,0,0
"Monaco","03-13-2020",2,0,0
"Mongolia","03-13-2020",1,0,0
"Morocco","03-13-2020",7,1,1
"Nepal","03-13-2020",1,0,1
"Netherlands","03-13-2020",804,10,0
"New Zealand","03-13-2020",5,0,0
"Nigeria","03-13-2020",2,0,0
"North Macedonia","03-13-2020",14,0,1
"Norway","03-13-2020",996,0,1
"Oman","03-13-2020",19,0,9
"Pakistan","03-13-2020",28,0,2
"Panama","03-13-2020",27,1,0
"Paraguay","03-13-2020",6,0,0
"Peru","03-13-2020",28,0,0
"Philippines","03-13-2020",64,5,2
"Poland","03-13-2020",68,2,0
"Portugal","03-13-2020",112,0,1
"Qatar","03-13-2020",320,0,0
"Reunion","03-13-2020",5,0,0
"Romania","03-13-2020",89,0,7
"Russia","03-13-2020",45,0,3
"San Marino","03-13-2020",80,5,0
"Saudi Arabia","03-13-2020",86,0,1
"Senegal","03-13-2020",10,0,1
"Serbia","03-13-2020",35,0,0
"Singapore","03-13-2020",200,0,97
"Slovakia","03-13-2020",32,0,0
"Slovenia","03-13-2020",141,0,0
"South Africa","03-13-2020",24,0,0
"South Korea","03-13-2020",7979,66,510
"Spain","03-13-2020",5232,133,193
"Sri Lanka","03-13-2020",6,0,1
"Sudan","03-13-2020",1,1,0
"Sweden","03-13-2020",814,1,1
"Switzerland","03-13-2020",1139,11,4
"Taiwan","03-13-2020",50,1,20
"Thailand","03-13-2020",75,1,35
"Togo","03-13-2020",1,0,0
"Tunisia","03-13-2020",16,0,0
"Turkey","03-13-2020",5,0,0
"UK","03-13-2020",801,8,19
"Ukraine","03-13-2020",3,1,0
"United Arab Emirates","03-13-2020",85,0,17
"US","03-13-2020",2179,47,12
"Vietnam","03-13-2020",47,0,16
"Afghanistan","03-14-2020",11,0,0
"Albania","03-14-2020",38,1,0
"Algeria","03-14-2020",37,3,12
"Andorra","03-14-2020",1,0,1
"Antigua and Barbuda","03-14-2020",1,0,0
"Argentina","03-14-2020",34,2,1
"Armenia","03-14-2020",18,0,0
"Aruba","03-14-2020",2,0,0
"Australia","03-14-2020",250,3,23
"Austria","03-14-2020",655,1,6
"Azerbaijan","03-14-2020",15,1,3
"Bahrain","03-14-2020",210,0,44
"Bangladesh","03-14-2020",3,0,0
"Belarus","03-14-2020",27,0,3
"Belgium","03-14-2020",689,4,1
"Bhutan","03-14-2020",1,0,0
"Bolivia","03-14-2020",10,0,0
"Bosnia and Herzegovina","03-14-2020",18,0,0
"Brazil","03-14-2020",151,0,0
"Brunei","03-14-2020",40,0,0
"Bulgaria","03-14-2020",41,2,0
"Burkina Faso","03-14-2020",2,0,0
"Cambodia","03-14-2020",7,0,1
"Cameroon","03-14-2020",2,0,0
"Canada","03-14-2020",196,1,8
"Cayman Islands","03-14-2020",1,0,0
"Chile","03-14-2020",61,0,0
"China","03-14-2020",80977,3193,65660
"Colombia","03-14-2020",22,0,0
"Congo (Kinshasa)","03-14-2020",2,0,0
"Costa Rica","03-14-2020",26,0,0
"Cote d'Ivoire","03-14-2020",1,0,0
"Croatia","03-14-2020",38,0,1
"Cruise Ship","03-14-2020",696,7,325
"Cuba","03-14-2020",4,0,0
"Curacao","03-14-2020",1,0,0
"Cyprus","03-14-2020",26,0,0
"Czechia","03-14-2020",189,0,0
"Denmark","03-14-2020",836,1,1
"Dominican Republic","03-14-2020",11,0,0
"Ecuador","03-14-2020",28,2,0
"Egypt","03-14-2020",109,2,27
"Estonia","03-14-2020",115,0,0
"Eswatini","03-14-2020",1,0,0
"Ethiopia","03-14-2020",1,0,0
"Finland","03-14-2020",225,0,1
"France","03-14-2020",4480,91,12
"French Guiana","03-14-2020",5,0,0
"Gabon","03-14-2020",1,0,0
"Georgia","03-14-2020",30,0,0
"Germany","03-14-2020",4585,9,46
"Ghana","03-14-2020",3,0,0
"Greece","03-14-2020",228,3,8
"Guadeloupe","03-14-2020",1,0,0
"Guatemala","03-14-2020",1,0,0
"Guernsey","03-14-2020",1,0,0
"Guinea","03-14-2020",1,0,0
"Guyana","03-14-2020",1,1,0
"Holy See","03-14-2020",1,0,0
"Honduras","03-14-2020",2,0,0
"Hungary","03-14-2020",30,0,1
"Iceland","03-14-2020",156,0,1
"India","03-14-2020",102,2,4
"Indonesia","03-14-2020",96,5,8
"Iran","03-14-2020",12729,611,2959
"Iraq","03-14-2020",110,10,26
"Ireland","03-14-2020",129,2,0
"Israel","03-14-2020",193,0,4
"Italy","03-14-2020",21157,1441,1966
"Jamaica","03-14-2020",8,0,0
"Japan","03-14-2020",773,22,118
"Jersey","03-14-2020",2,0,0
"Jordan","03-14-2020",1,0,1
"Kazakhstan","03-14-2020",6,0,0
"Kenya","03-14-2020",1,0,0
"Kuwait","03-14-2020",104,0,5
"Latvia","03-14-2020",26,0,1
"Lebanon","03-14-2020",93,3,1
"Liechtenstein","03-14-2020",4,0,0
"Lithuania","03-14-2020",8,0,0
"Luxembourg","03-14-2020",51,1,0
"Malaysia","03-14-2020",238,0,35
"Maldives","03-14-2020",10,0,0
"Malta","03-14-2020",18,0,1
"Martinique","03-14-2020",9,0,0
"Mauritania","03-14-2020",1,0,0
"Mexico","03-14-2020",26,0,4
"Moldova","03-14-2020",12,0,0
"Monaco","03-14-2020",2,0,0
"Mongolia","03-14-2020",1,0,0
"Morocco","03-14-2020",17,1,1
"Namibia","03-14-2020",2,0,0
"Nepal","03-14-2020",1,0,1
"Netherlands","03-14-2020",959,12,2
"New Zealand","03-14-2020",6,0,0
"Nigeria","03-14-2020",2,0,0
"North Macedonia","03-14-2020",14,0,1
"Norway","03-14-2020",1090,3,1
"occupied Palestinian territory","03-14-2020",0,0,0
"Oman","03-14-2020",19,0,9
"Pakistan","03-14-2020",31,0,2
"Panama","03-14-2020",36,1,0
"Paraguay","03-14-2020",6,0,0
"Peru","03-14-2020",38,0,0
"Philippines","03-14-2020",111,8,2
"Poland","03-14-2020",103,3,0
"Portugal","03-14-2020",169,0,2
"Qatar","03-14-2020",337,0,4
"Reunion","03-14-2020",6,0,0
"Romania","03-14-2020",123,0,9
"Russia","03-14-2020",59,0,8
"Rwanda","03-14-2020",1,0,0
"Saint Lucia","03-14-2020",1,0,0
"Saint Vincent and the Grenadines","03-14-2020",1,0,0
"San Marino","03-14-2020",80,5,4
"Saudi Arabia","03-14-2020",103,0,1
"Senegal","03-14-2020",10,0,1
"Serbia","03-14-2020",46,0,0
"Seychelles","03-14-2020",2,0,0
"Singapore","03-14-2020",212,0,105
"Slovakia","03-14-2020",44,0,0
"Slovenia","03-14-2020",181,1,0
"South Africa","03-14-2020",38,0,0
"South Korea","03-14-2020",8086,72,510
"Spain","03-14-2020",6391,195,517
"Sri Lanka","03-14-2020",10,0,1
"Sudan","03-14-2020",1,1,0
"Suriname","03-14-2020",1,0,0
"Sweden","03-14-2020",961,2,1
"Switzerland","03-14-2020",1359,13,4
"Taiwan","03-14-2020",53,1,20
"Thailand","03-14-2020",82,1,35
"Togo","03-14-2020",1,0,0
"Trinidad and Tobago","03-14-2020",2,0,0
"Tunisia","03-14-2020",18,0,0
"Turkey","03-14-2020",5,0,0
