*column definitions at bottom of table,,,,,,,,,
prot_group,Correlation.rho,LowerBound(95%CI),UpperBound(95%CI),p_value,day,death_threshold,num_countries,corrected_pvalue,norm_days
SARS-CoV-2 structural proteins,-0.781818181818182,-1,-0.486116350330246,0.0116512675298474,21,8,10,0.0259912891050441,0.714285714285714
SARS-CoV-2 structural proteins,-0.781818181818182,-1,-0.486116350330246,0.0116512675298474,22,8,10,0.0259912891050441,0.75
SARS-CoV-2 structural proteins,-0.781818181818182,-1,-0.486116350330246,0.0116512675298474,23,8,10,0.0259912891050441,0.785714285714286
SARS-CoV-2 structural proteins,-0.781818181818182,-1,-0.486116350330246,0.0116512675298474,24,8,10,0.0259912891050441,0.821428571428571
SARS-CoV-2 structural proteins,-0.781818181818182,-1,-0.486116350330246,0.0116512675298474,25,8,10,0.0259912891050441,0.857142857142857
SARS-CoV-2 structural proteins,-0.781818181818182,-1,-0.486116350330246,0.0116512675298474,26,8,10,0.0259912891050441,0.892857142857143
SARS-CoV-2 structural proteins,-0.766666666666667,-1,-0.282817397401566,0.0213899911816578,27,8,9,0.0443078388762913,0.928571428571429
SARS-CoV-2 structural proteins,-0.714285714285714,-1,0.0665970894403341,0.0575892857142857,28,8,8,0.0897587845086796,0.964285714285714
SARS-CoV-2 structural proteins,-0.714285714285714,-1,0.0665970894403341,0.0575892857142857,29,8,8,0.0897587845086796,1
Full SARS-CoV-2 proteome,0.0116883116883117,-0.508190268267583,0.530138628362932,0.961751757437391,1,8,21,0.961751757437391,0
Full SARS-CoV-2 proteome,0.0220779220779221,-0.501267030962031,0.544577576441208,0.925827587137312,2,8,21,0.958892858106502,0.0357142857142857
Full SARS-CoV-2 proteome,-0.125974025974026,-0.649780536401076,0.399902008799329,0.585079614243502,3,8,21,0.652588800502368,0.0714285714285714
Full SARS-CoV-2 proteome,-0.115584415584416,-0.623300494031153,0.394784151813233,0.616730943452564,4,8,21,0.662414717041643,0.107142857142857
Full SARS-CoV-2 proteome,-0.175324675324675,-0.688665961178054,0.342126510991113,0.445427271666308,5,8,21,0.516695635132917,0.142857142857143
Full SARS-CoV-2 proteome,-0.192207792207792,-0.683781083318148,0.303329658213827,0.402154354511407,6,8,21,0.485936511701283,0.178571428571429
Full SARS-CoV-2 proteome,-0.279699248120301,-0.742168282197184,0.187977325418787,0.23148034369735,7,8,20,0.29186652031405,0.214285714285714
Full SARS-CoV-2 proteome,-0.386466165413534,-0.840202135508941,0.0757603581520776,0.0932592125446025,8,8,20,0.135225858189674,0.25
Full SARS-CoV-2 proteome,-0.359398496240601,-0.820288324339811,0.109529055810474,0.120149767183909,9,8,20,0.158379238560608,0.285714285714286
Full SARS-CoV-2 proteome,-0.378947368421053,-0.819901817585122,0.0707240489725487,0.100227040923247,10,8,20,0.138408770798769,0.321428571428571
Full SARS-CoV-2 proteome,-0.407518796992481,-0.84255276439659,0.0367981755390654,0.0756778941517777,11,8,20,0.126814431913116,0.357142857142857
Full SARS-CoV-2 proteome,-0.431578947368421,-0.865265883583378,0.0134059153151991,0.0664705798215703,12,8,19,0.120477925926596,0.392857142857143
Full SARS-CoV-2 proteome,-0.457894736842105,-0.880296864522749,-0.0239469211446992,0.0502937512398259,13,8,19,0.09723458573033,0.428571428571429
Full SARS-CoV-2 proteome,-0.547987616099071,-0.927167225774184,-0.151949833586572,0.020289797305034,14,8,18,0.0490336768204988,0.464285714285714
Full SARS-CoV-2 proteome,-0.628571428571428,-0.952491034907877,-0.274992349107427,0.0141732799848883,15,8,15,0.0485455816468638,0.5
Full SARS-CoV-2 proteome,-0.613186813186813,-0.975378574102831,-0.214723460532595,0.0224670037017526,16,8,14,0.0501187005654481,0.535714285714286
Full SARS-CoV-2 proteome,-0.71978021978022,-0.985666050018439,-0.404772233903327,0.00749781203785237,17,8,13,0.0485455816468638,0.571428571428571
Full SARS-CoV-2 proteome,-0.763636363636364,-0.982581821564178,-0.479645338384275,0.00921598665454992,18,8,11,0.0485455816468638,0.607142857142857
Full SARS-CoV-2 proteome,-0.763636363636364,-0.982581821564178,-0.479645338384275,0.00921598665454992,19,8,11,0.0485455816468638,0.642857142857143
Full SARS-CoV-2 proteome,-0.745454545454545,-0.978376118816846,-0.432578131854967,0.0184138413143277,20,8,10,0.0485455816468638,0.678571428571429
Full SARS-CoV-2 proteome,-0.745454545454545,-0.978376118816846,-0.432578131854967,0.0184138413143277,21,8,10,0.0485455816468638,0.714285714285714
Full SARS-CoV-2 proteome,-0.745454545454545,-0.978376118816846,-0.432578131854967,0.0184138413143277,22,8,10,0.0485455816468638,0.75
Full SARS-CoV-2 proteome,-0.745454545454545,-0.978376118816846,-0.432578131854967,0.0184138413143277,23,8,10,0.0485455816468638,0.785714285714286
Full SARS-CoV-2 proteome,-0.745454545454545,-0.978376118816846,-0.432578131854967,0.0184138413143277,24,8,10,0.0485455816468638,0.821428571428571
Full SARS-CoV-2 proteome,-0.745454545454545,-0.978376118816846,-0.432578131854967,0.0184138413143277,25,8,10,0.0485455816468638,0.857142857142857
Full SARS-CoV-2 proteome,-0.745454545454545,-0.978376118816846,-0.432578131854967,0.0184138413143277,26,8,10,0.0485455816468638,0.892857142857143
Full SARS-CoV-2 proteome,-0.733333333333333,-1,-0.230399127758123,0.0311232363315697,27,8,9,0.0644695609725372,0.928571428571429
Full SARS-CoV-2 proteome,-0.666666666666667,-1,0.147030464088275,0.0830853174603175,28,8,8,0.126814431913116,0.964285714285714
Full SARS-CoV-2 proteome,-0.666666666666667,-1,0.147030464088275,0.0830853174603175,29,8,8,0.126814431913116,1
SARS-CoV-2 structural proteins,-0.0883116883116883,-0.583946683330274,0.408139457153316,0.702947659941546,1,9,21,0.702947659941546,0
SARS-CoV-2 structural proteins,-0.148051948051948,-0.654091496704727,0.360261162558745,0.520305681942296,2,9,21,0.540317438940076,0.0384615384615385
SARS-CoV-2 structural proteins,-0.164935064935065,-0.673956345167232,0.346214036103863,0.473247697894277,3,9,21,0.51110751372582,0.0769230769230769
SARS-CoV-2 structural proteins,-0.180519480519481,-0.682571338886298,0.325350796007447,0.431853799612353,4,9,21,0.485835524563897,0.115384615384615
SARS-CoV-2 structural proteins,-0.202597402597403,-0.705212300581799,0.304039951156487,0.376752094925492,5,9,21,0.442274198390794,0.153846153846154
SARS-CoV-2 structural proteins,-0.336842105263158,-0.816803903434015,0.150251757822726,0.146569180337517,6,9,20,0.179880357686952,0.192307692307692
SARS-CoV-2 structural proteins,-0.356390977443609,-0.816369587953097,0.110606490601337,0.12345478424192,7,9,20,0.158727579739612,0.230769230769231
SARS-CoV-2 structural proteins,-0.362406015037594,-0.825653545981854,0.10831320296049,0.11690994435913,8,9,20,0.157828424884826,0.269230769230769
SARS-CoV-2 structural proteins,-0.384962406015038,-0.814704571345538,0.0531571054062488,0.0946228791774111,9,9,20,0.136423052175836,0.307692307692308
SARS-CoV-2 structural proteins,-0.383458646616541,-0.804771228642026,0.0469105257774757,0.0960014070866993,10,9,20,0.136423052175836,0.346153846153846
SARS-CoV-2 structural proteins,-0.443859649122807,-0.869593928524357,-0.00677789094021651,0.0584887755122229,11,9,19,0.0928939375782363,0.384615384615385
SARS-CoV-2 structural proteins,-0.5,-0.944612201507111,-0.0442385289478073,0.0309523843726535,12,9,19,0.0557142918707763,0.423076923076923
SARS-CoV-2 structural proteins,-0.632610939112487,-1,-0.209490526866721,0.0058819592699868,13,9,18,0.0141461988337941,0.461538461538462
SARS-CoV-2 structural proteins,-0.776960784313726,-0.992568291401474,-0.538995047196779,0.000374944763661756,14,9,17,0.0101235086188674,0.5
SARS-CoV-2 structural proteins,-0.767857142857143,-0.973105953068327,-0.534890848832833,0.00128222443031161,15,9,15,0.0141461988337941,0.538461538461538
SARS-CoV-2 structural proteins,-0.753846153846154,-0.967224156195035,-0.506511767742225,0.00274900643775994,16,9,14,0.0141461988337941,0.576923076923077
SARS-CoV-2 structural proteins,-0.734265734265734,-1,-0.292893354911464,0.00905209711737095,17,9,12,0.0174576158692154,0.615384615384615
SARS-CoV-2 structural proteins,-0.818181818181818,-1,-0.492640008089562,0.00373447055331856,18,9,11,0.0141461988337941,0.653846153846154
SARS-CoV-2 structural proteins,-0.845454545454546,-1,-0.565098117229245,0.00207768789039525,19,9,11,0.0141461988337941,0.692307692307692
SARS-CoV-2 structural proteins,-0.818181818181818,-1,-0.475920093044294,0.0068111327718268,20,9,10,0.0141461988337941,0.730769230769231
SARS-CoV-2 structural proteins,-0.818181818181818,-1,-0.475920093044294,0.0068111327718268,21,9,10,0.0141461988337941,0.769230769230769
SARS-CoV-2 structural proteins,-0.818181818181818,-1,-0.475920093044294,0.0068111327718268,22,9,10,0.0141461988337941,0.807692307692308
SARS-CoV-2 structural proteins,-0.818181818181818,-1,-0.475920093044294,0.0068111327718268,23,9,10,0.0141461988337941,0.846153846153846
SARS-CoV-2 structural proteins,-0.818181818181818,-1,-0.475920093044294,0.0068111327718268,24,9,10,0.0141461988337941,0.884615384615385
SARS-CoV-2 structural proteins,-0.818181818181818,-1,-0.475920093044294,0.0068111327718268,25,9,10,0.0141461988337941,0.923076923076923
SARS-CoV-2 structural proteins,-0.818181818181818,-1,-0.475920093044294,0.0068111327718268,26,9,10,0.0141461988337941,0.961538461538462
SARS-CoV-2 structural proteins,-0.738095238095238,-1,0.0809692852359362,0.0458333333333333,27,9,8,0.07734375,1
Full SARS-CoV-2 proteome,-0.0532467532467532,-0.571614661641497,0.4648588210759,0.819177701655976,1,9,21,0.819177701655976,0
Full SARS-CoV-2 proteome,-0.115584415584416,-0.637867952568623,0.409351610350702,0.616730943452564,2,9,21,0.640451364354586,0.0384615384615385
Full SARS-CoV-2 proteome,-0.150649350649351,-0.676716171378933,0.377865921419524,0.512921329030105,3,9,21,0.553955035352514,0.0769230769230769
Full SARS-CoV-2 proteome,-0.167532467532468,-0.679969650331579,0.349131208649975,0.466209481549907,4,9,21,0.524485666743646,0.115384615384615
Full SARS-CoV-2 proteome,-0.183116883116883,-0.69557779534031,0.334619858776411,0.42515266999996,5,9,21,0.499092264782562,0.153846153846154
Full SARS-CoV-2 proteome,-0.320300751879699,-0.814138107727465,0.181008291021891,0.168419054226479,6,9,20,0.206696112005224,0.192307692307692
Full SARS-CoV-2 proteome,-0.341353383458647,-0.819138184211854,0.143903104348389,0.140979560195023,7,9,20,0.181259434536458,0.230769230769231
Full SARS-CoV-2 proteome,-0.35187969924812,-0.829712126522572,0.134216866737338,0.128535931068292,8,9,20,0.175854945901612,0.269230769230769
Full SARS-CoV-2 proteome,-0.35187969924812,-0.816595619411928,0.120307907969549,0.128535931068292,9,9,20,0.175854945901612,0.307692307692308
Full SARS-CoV-2 proteome,-0.350375939849624,-0.808885629436674,0.116284681068964,0.130262922890083,10,9,20,0.175854945901612,0.346153846153846
Full SARS-CoV-2 proteome,-0.408771929824561,-0.865374291863046,0.0581868648120837,0.0834700503278298,11,9,19,0.132570079932436,0.384615384615385
Full SARS-CoV-2 proteome,-0.482456140350877,-0.936543288219529,-0.0167241998487485,0.0381256517657613,12,9,19,0.0686261731783703,0.423076923076923
Full SARS-CoV-2 proteome,-0.578947368421053,-1,-0.128722509967299,0.0133420285024876,13,9,18,0.0257310549690833,0.461538461538462
Full SARS-CoV-2 proteome,-0.715686274509804,-1,-0.39973554447855,0.00173974314478892,14,9,17,0.0241987864081446,0.5
Full SARS-CoV-2 proteome,-0.707142857142857,-1,-0.371330799617492,0.00431595713356175,15,9,15,0.0241987864081446,0.538461538461538
Full SARS-CoV-2 proteome,-0.665934065934066,-1,-0.265373752982254,0.01147552394698,16,9,14,0.0241987864081446,0.576923076923077
Full SARS-CoV-2 proteome,-0.727272727272727,-1,-0.327679585812903,0.0100009174971863,17,9,12,0.0241987864081446,0.615384615384615
Full SARS-CoV-2 proteome,-0.754545454545455,-1,-0.352502211277473,0.0104817749990729,18,9,11,0.0241987864081446,0.653846153846154
Full SARS-CoV-2 proteome,-0.790909090909091,-1,-0.456932725880794,0.00606083055140366,19,9,11,0.0241987864081446,0.692307692307692
Full SARS-CoV-2 proteome,-0.781818181818182,-1,-0.401792630535882,0.0116512675298474,20,9,10,0.0241987864081446,0.730769230769231
Full SARS-CoV-2 proteome,-0.781818181818182,-1,-0.401792630535882,0.0116512675298474,21,9,10,0.0241987864081446,0.769230769230769
Full SARS-CoV-2 proteome,-0.781818181818182,-1,-0.401792630535882,0.0116512675298474,22,9,10,0.0241987864081446,0.807692307692308
Full SARS-CoV-2 proteome,-0.781818181818182,-1,-0.401792630535882,0.0116512675298474,23,9,10,0.0241987864081446,0.846153846153846
Full SARS-CoV-2 proteome,-0.781818181818182,-1,-0.401792630535882,0.0116512675298474,24,9,10,0.0241987864081446,0.884615384615385
Full SARS-CoV-2 proteome,-0.781818181818182,-1,-0.401792630535882,0.0116512675298474,25,9,10,0.0241987864081446,0.923076923076923
Full SARS-CoV-2 proteome,-0.781818181818182,-1,-0.401792630535882,0.0116512675298474,26,9,10,0.0241987864081446,0.961538461538462
Full SARS-CoV-2 proteome,-0.690476190476191,-1,0.170438499587658,0.0693948412698413,27,9,8,0.117103794642857,1
SARS-CoV-2 structural proteins,-0.136363636363636,-0.637093977850874,0.366494525930368,0.554160649439726,1,10,21,0.554160649439726,0
SARS-CoV-2 structural proteins,-0.207792207792208,-0.70440373344396,0.292550291326769,0.364408870909184,2,10,21,0.393561580581919,0.0384615384615385
SARS-CoV-2 structural proteins,-0.2,-0.700698115528845,0.305186942982302,0.383013561931196,3,10,21,0.397744852774704,0.0769230769230769
SARS-CoV-2 structural proteins,-0.222077922077922,-0.7149868795529,0.275523900461847,0.331712561169886,4,10,21,0.373176631316121,0.115384615384615
SARS-CoV-2 structural proteins,-0.238961038961039,-0.725749798317418,0.251733583248497,0.295457196527158,5,10,21,0.346841056792751,0.153846153846154
SARS-CoV-2 structural proteins,-0.356390977443609,-0.809626601827319,0.105448407790063,0.12345478424192,6,10,20,0.151512689751448,0.192307692307692
SARS-CoV-2 structural proteins,-0.372932330827068,-0.82090144226838,0.0833009193253398,0.106074593932156,7,10,20,0.136381620769914,0.230769230769231
SARS-CoV-2 structural proteins,-0.403007518796992,-0.847397095200685,0.0495329889380843,0.0792140455527267,8,10,20,0.106938961496181,0.269230769230769
SARS-CoV-2 structural proteins,-0.42406015037594,-0.826080697482755,-0.0123037686230767,0.0637317136532524,9,10,20,0.0905661194019902,0.307692307692308
SARS-CoV-2 structural proteins,-0.463157894736842,-0.873979787009534,-0.0403443436661378,0.0474618150432349,10,10,19,0.0711927225648524,0.346153846153846
SARS-CoV-2 structural proteins,-0.463157894736842,-0.873979787009534,-0.0403443436661378,0.0474618150432349,11,10,19,0.0711927225648524,0.384615384615385
SARS-CoV-2 structural proteins,-0.52280701754386,-0.933832699498203,-0.0986995259918415,0.0232737303793958,12,10,19,0.0418927146829125,0.423076923076923
SARS-CoV-2 structural proteins,-0.590686274509804,-1,-0.153203666389405,0.0142436119760104,13,10,17,0.0274698230965915,0.461538461538462
SARS-CoV-2 structural proteins,-0.732352941176471,-0.972031288385836,-0.465294703136015,0.00181240843857298,14,10,16,0.016718234985393,0.5
SARS-CoV-2 structural proteins,-0.753846153846154,-0.967224156195035,-0.506511767742225,0.00274900643775994,15,10,14,0.016718234985393,0.538461538461538
SARS-CoV-2 structural proteins,-0.749450549450549,-0.959144656420527,-0.502713114746779,0.00299242476706907,16,10,14,0.016718234985393,0.576923076923077
SARS-CoV-2 structural proteins,-0.734265734265734,-1,-0.292893354911464,0.00905209711737095,17,10,12,0.0203672185140846,0.615384615384615
SARS-CoV-2 structural proteins,-0.818181818181818,-1,-0.492640008089562,0.00373447055331856,18,10,11,0.016718234985393,0.653846153846154
SARS-CoV-2 structural proteins,-0.818181818181818,-1,-0.475920093044294,0.0068111327718268,19,10,10,0.016718234985393,0.692307692307692
SARS-CoV-2 structural proteins,-0.818181818181818,-1,-0.475920093044294,0.0068111327718268,20,10,10,0.016718234985393,0.730769230769231
SARS-CoV-2 structural proteins,-0.818181818181818,-1,-0.475920093044294,0.0068111327718268,21,10,10,0.016718234985393,0.769230769230769
SARS-CoV-2 structural proteins,-0.818181818181818,-1,-0.475920093044294,0.0068111327718268,22,10,10,0.016718234985393,0.807692307692308
SARS-CoV-2 structural proteins,-0.818181818181818,-1,-0.475920093044294,0.0068111327718268,23,10,10,0.016718234985393,0.846153846153846
SARS-CoV-2 structural proteins,-0.818181818181818,-1,-0.475920093044294,0.0068111327718268,24,10,10,0.016718234985393,0.884615384615385
SARS-CoV-2 structural proteins,-0.818181818181818,-1,-0.475920093044294,0.0068111327718268,25,10,10,0.016718234985393,0.923076923076923
SARS-CoV-2 structural proteins,-0.8,-1,-0.25668660995189,0.0138282627865961,26,10,9,0.0274698230965915,0.961538461538462
SARS-CoV-2 structural proteins,-0.738095238095238,-1,0.0809692852359362,0.0458333333333333,27,10,8,0.0711927225648524,1
Full SARS-CoV-2 proteome,-0.112987012987013,-0.63653258118555,0.41239489371599,0.62475281515961,1,10,21,0.62475281515961,0
Full SARS-CoV-2 proteome,-0.187012987012987,-0.705415892249948,0.335004298774936,0.415209029086508,2,10,21,0.431178607128297,0.0384615384615385
Full SARS-CoV-2 proteome,-0.188311688311688,-0.706848582799355,0.335209553543005,0.411923472129408,3,10,21,0.431178607128297,0.0769230769230769
Full SARS-CoV-2 proteome,-0.216883116883117,-0.727367032341184,0.297943884881259,0.343389265135509,4,10,21,0.386312923277448,0.115384615384615
Full SARS-CoV-2 proteome,-0.232467532467532,-0.734465512239154,0.274281608833589,0.309094093847721,5,10,21,0.362849588429933,0.153846153846154
Full SARS-CoV-2 proteome,-0.344360902255639,-0.824627650636589,0.14360394793832,0.137339294801485,6,10,20,0.168552770892732,0.192307692307692
Full SARS-CoV-2 proteome,-0.366917293233083,-0.829348889467262,0.104910515508152,0.112171039331773,7,10,20,0.144219907712279,0.230769230769231
Full SARS-CoV-2 proteome,-0.403007518796992,-0.860887382747228,0.0646081797990121,0.0792140455527267,8,10,20,0.106938961496181,0.269230769230769
Full SARS-CoV-2 proteome,-0.409022556390977,-0.844242134080722,0.0363856854630188,0.0745262874233974,9,10,20,0.105905776864828,0.307692307692308
Full SARS-CoV-2 proteome,-0.445614035087719,-0.881204711440593,0.00246382315616829,0.0574116154748967,10,10,19,0.0911831539895417,0.346153846153846
Full SARS-CoV-2 proteome,-0.445614035087719,-0.881204711440593,0.00246382315616829,0.0574116154748967,11,10,19,0.0911831539895417,0.384615384615385
Full SARS-CoV-2 proteome,-0.512280701754386,-0.936706025313447,-0.0736834177977319,0.0266017857404233,12,10,19,0.0513034439279593,0.423076923076923
Full SARS-CoV-2 proteome,-0.522058823529412,-0.988478089818532,-0.0354363373344092,0.0336544884831811,13,10,17,0.060578079269726,0.461538461538462
Full SARS-CoV-2 proteome,-0.664705882352941,-1,-0.294776813476531,0.00624060808643839,14,10,16,0.0262153519421566,0.5
Full SARS-CoV-2 proteome,-0.665934065934066,-1,-0.265373752982254,0.01147552394698,15,10,14,0.0262153519421566,0.538461538461538
Full SARS-CoV-2 proteome,-0.674725274725275,-1,-0.290220763281651,0.0101485506129506,16,10,14,0.0262153519421566,0.576923076923077
Full SARS-CoV-2 proteome,-0.727272727272727,-1,-0.327679585812903,0.0100009174971863,17,10,12,0.0262153519421566,0.615384615384615
Full SARS-CoV-2 proteome,-0.754545454545455,-1,-0.352502211277473,0.0104817749990729,18,10,11,0.0262153519421566,0.653846153846154
Full SARS-CoV-2 proteome,-0.781818181818182,-1,-0.401792630535882,0.0116512675298474,19,10,10,0.0262153519421566,0.692307692307692
Full SARS-CoV-2 proteome,-0.781818181818182,-1,-0.401792630535882,0.0116512675298474,20,10,10,0.0262153519421566,0.730769230769231
Full SARS-CoV-2 proteome,-0.781818181818182,-1,-0.401792630535882,0.0116512675298474,21,10,10,0.0262153519421566,0.769230769230769
Full SARS-CoV-2 proteome,-0.781818181818182,-1,-0.401792630535882,0.0116512675298474,22,10,10,0.0262153519421566,0.807692307692308
Full SARS-CoV-2 proteome,-0.781818181818182,-1,-0.401792630535882,0.0116512675298474,23,10,10,0.0262153519421566,0.846153846153846
Full SARS-CoV-2 proteome,-0.781818181818182,-1,-0.401792630535882,0.0116512675298474,24,10,10,0.0262153519421566,0.884615384615385
Full SARS-CoV-2 proteome,-0.781818181818182,-1,-0.401792630535882,0.0116512675298474,25,10,10,0.0262153519421566,0.923076923076923
Full SARS-CoV-2 proteome,-0.766666666666667,-1,-0.190171797714769,0.0213899911816578,26,10,9,0.0444253663003663,0.961538461538462
Full SARS-CoV-2 proteome,-0.690476190476191,-1,0.170438499587658,0.0693948412698413,27,10,8,0.104092261904762,1
SARS-CoV-2 structural proteins,-0.0947368421052632,-0.641200198143162,0.45172651393263,0.690661532977954,1,11,20,0.690661532977954,0
SARS-CoV-2 structural proteins,-0.214285714285714,-0.715867731983859,0.290823239272605,0.34931904717868,2,11,21,0.363291809065827,0.04
SARS-CoV-2 structural proteins,-0.223376623376623,-0.714858435357586,0.273526759425096,0.328831582164095,3,11,21,0.363291809065827,0.08
SARS-CoV-2 structural proteins,-0.219480519480519,-0.711797191090434,0.277995388878101,0.337520388270888,4,11,21,0.363291809065827,0.12
SARS-CoV-2 structural proteins,-0.246753246753247,-0.734961362784296,0.245244139209722,0.279601406348093,5,11,21,0.33043802568411,0.16
SARS-CoV-2 structural proteins,-0.378947368421053,-0.825996889184409,0.0760266689145641,0.100227040923247,6,11,20,0.124090622095448,0.2
SARS-CoV-2 structural proteins,-0.381954887218045,-0.830215227397929,0.0744563842932833,0.097394884728615,7,11,20,0.124090622095448,0.24
SARS-CoV-2 structural proteins,-0.433082706766917,-0.873972333132428,0.0166370952075352,0.0578589602015412,8,11,20,0.0835740536244483,0.28
SARS-CoV-2 structural proteins,-0.427067669172932,-0.846667854401379,0.00249476546057504,0.0617253124825706,9,11,20,0.0844662170814124,0.32
SARS-CoV-2 structural proteins,-0.491228070175439,-0.896327217177436,-0.0737408459029053,0.0343915429073966,10,11,19,0.0525988303289595,0.36
SARS-CoV-2 structural proteins,-0.496491228070175,-0.905011331763222,-0.0761281225064895,0.0322937146436517,11,11,19,0.0524772862959341,0.4
SARS-CoV-2 structural proteins,-0.52280701754386,-0.933832699498203,-0.0986995259918415,0.0232737303793958,12,11,19,0.0403411326576194,0.44
SARS-CoV-2 structural proteins,-0.615196078431373,-1,-0.208609329861147,0.0100561589264044,13,11,17,0.0201123178528087,0.48
SARS-CoV-2 structural proteins,-0.732352941176471,-0.972031288385836,-0.465294703136015,0.00181240843857298,14,11,16,0.0147574543389581,0.52
SARS-CoV-2 structural proteins,-0.753846153846154,-0.967224156195035,-0.506511767742225,0.00274900643775994,15,11,14,0.0147574543389581,0.56
SARS-CoV-2 structural proteins,-0.811188811188811,-0.966481467915226,-0.60277448177398,0.00236893039782362,16,11,12,0.0147574543389581,0.6
SARS-CoV-2 structural proteins,-0.818181818181818,-1,-0.492640008089562,0.00373447055331856,17,11,11,0.0147574543389581,0.64
SARS-CoV-2 structural proteins,-0.818181818181818,-1,-0.492640008089562,0.00373447055331856,18,11,11,0.0147574543389581,0.68
SARS-CoV-2 structural proteins,-0.818181818181818,-1,-0.475920093044294,0.0068111327718268,19,11,10,0.0147574543389581,0.72
SARS-CoV-2 structural proteins,-0.818181818181818,-1,-0.475920093044294,0.0068111327718268,20,11,10,0.0147574543389581,0.76
SARS-CoV-2 structural proteins,-0.818181818181818,-1,-0.475920093044294,0.0068111327718268,21,11,10,0.0147574543389581,0.8
SARS-CoV-2 structural proteins,-0.818181818181818,-1,-0.475920093044294,0.0068111327718268,22,11,10,0.0147574543389581,0.84
SARS-CoV-2 structural proteins,-0.818181818181818,-1,-0.475920093044294,0.0068111327718268,23,11,10,0.0147574543389581,0.88
SARS-CoV-2 structural proteins,-0.818181818181818,-1,-0.475920093044294,0.0068111327718268,24,11,10,0.0147574543389581,0.92
SARS-CoV-2 structural proteins,-0.818181818181818,-1,-0.475920093044294,0.0068111327718268,25,11,10,0.0147574543389581,0.96
SARS-CoV-2 structural proteins,-0.8,-1,-0.25668660995189,0.0138282627865961,26,11,9,0.0256810594608214,1
Full SARS-CoV-2 proteome,-0.0827067669172932,-0.646196151508206,0.481461861951224,0.728677101007377,1,11,20,0.728677101007377,0
Full SARS-CoV-2 proteome,-0.203896103896104,-0.720854422569878,0.317172115242206,0.373643781252718,2,11,21,0.388589532502827,0.04
Full SARS-CoV-2 proteome,-0.216883116883117,-0.726459285592826,0.297677399198117,0.343389265135509,3,11,21,0.388179169283619,0.08
Full SARS-CoV-2 proteome,-0.206493506493507,-0.717565103864312,0.310145402848814,0.367472141221078,4,11,21,0.388589532502827,0.12
Full SARS-CoV-2 proteome,-0.242857142857143,-0.739239500352472,0.258334672628087,0.287459941189905,5,11,21,0.339725385042615,0.16
Full SARS-CoV-2 proteome,-0.371428571428571,-0.838655640396011,0.104741880527472,0.107575159520603,6,11,20,0.133188292739794,0.2
Full SARS-CoV-2 proteome,-0.374436090225564,-0.839647780100177,0.0999453973968562,0.104589584761549,7,11,20,0.133188292739794,0.24
Full SARS-CoV-2 proteome,-0.419548872180451,-0.872150864268998,0.0424493324150444,0.0668349818182968,8,11,20,0.0965394181819843,0.28
Full SARS-CoV-2 proteome,-0.404511278195489,-0.848975039217345,0.04980152485178,0.0780216801684381,9,11,20,0.106766509704178,0.32
Full SARS-CoV-2 proteome,-0.466666666666667,-0.897136792922921,-0.023907567757056,0.0456439471320558,10,11,19,0.0698083897313794,0.36
Full SARS-CoV-2 proteome,-0.470175438596491,-0.901625384439514,-0.0271302524272069,0.0438808632485433,11,11,19,0.0698083897313794,0.4
Full SARS-CoV-2 proteome,-0.512280701754386,-0.936706025313447,-0.0736834177977319,0.0266017857404233,12,11,19,0.0461097619500671,0.44
Full SARS-CoV-2 proteome,-0.561274509803922,-1,-0.10024071299551,0.0209873418974373,13,11,17,0.0397242693373646,0.48
Full SARS-CoV-2 proteome,-0.664705882352941,-1,-0.294776813476531,0.00624060808643839,14,11,16,0.0275393596160029,0.52
Full SARS-CoV-2 proteome,-0.665934065934066,-1,-0.265373752982254,0.01147552394698,15,11,14,0.0275393596160029,0.56
Full SARS-CoV-2 proteome,-0.706293706293706,-1,-0.348582510358523,0.0132861135216472,16,11,12,0.0287865792969023,0.6
Full SARS-CoV-2 proteome,-0.754545454545455,-1,-0.352502211277473,0.0104817749990729,17,11,11,0.0275393596160029,0.64
Full SARS-CoV-2 proteome,-0.754545454545455,-1,-0.352502211277473,0.0104817749990729,18,11,11,0.0275393596160029,0.68
Full SARS-CoV-2 proteome,-0.781818181818182,-1,-0.401792630535882,0.0116512675298474,19,11,10,0.0275393596160029,0.72
Full SARS-CoV-2 proteome,-0.781818181818182,-1,-0.401792630535882,0.0116512675298474,20,11,10,0.0275393596160029,0.76
Full SARS-CoV-2 proteome,-0.781818181818182,-1,-0.401792630535882,0.0116512675298474,21,11,10,0.0275393596160029,0.8
Full SARS-CoV-2 proteome,-0.781818181818182,-1,-0.401792630535882,0.0116512675298474,22,11,10,0.0275393596160029,0.84
Full SARS-CoV-2 proteome,-0.781818181818182,-1,-0.401792630535882,0.0116512675298474,23,11,10,0.0275393596160029,0.88
Full SARS-CoV-2 proteome,-0.781818181818182,-1,-0.401792630535882,0.0116512675298474,24,11,10,0.0275393596160029,0.92
Full SARS-CoV-2 proteome,-0.781818181818182,-1,-0.401792630535882,0.0116512675298474,25,11,10,0.0275393596160029,0.96
Full SARS-CoV-2 proteome,-0.766666666666667,-1,-0.190171797714769,0.0213899911816578,26,11,9,0.0397242693373646,1
SARS-CoV-2 structural proteins,-0.105263157894737,-0.647504782892654,0.436978467103174,0.657985137689431,1,12,20,0.657985137689431,0
